TOT_POP,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
5520,631,717,739,504,287,3900,5520,1575,913,2278,2191,5666,1536,4187,2192,1491,499,658,170,470
76737,7273,9668,14171,10177,5226,66880,76737,14831,22884,28030,26240,73439,26654,63682,27160,19359,5342,8547,2441,6026
3603,332,513,599,357,351,3477,3603,1010,1038,1946,1897,3693,1327,2869,1509,1139,277,406,110,297
13401,1596,1854,1817,1223,658,12901,13401,4034,2603,5129,4862,13807,3623,10326,5771,3872,1419,1610,423,1164
6968,764,1137,838,538,252,6497,6968,1857,1507,4057,3914,6806,1649,5427,2607,1954,562,680,177,472
597695,84670,73003,60672,34489,18090,478303,597695,69211,120704,322574,311317,572071,100693,461081,164334,129103,24373,43790,11292,23947
935764,114570,117568,102137,53408,28105,384900,935764,167979,180080,442379,424005,937847,169553,703043,313134,238332,60056,102346,23966,50635
27109,3252,4013,4448,3174,1590,26259,27109,6534,6663,12750,12292,26833,8552,22326,10171,7301,2382,3040,845,2272
23906,2827,3315,3159,2103,1260,22185,23906,4877,6880,9879,9236,24430,6376,18726,9179,6704,2070,2449,708,1778
82366,9727,11255,10471,7188,3964,72359,82366,20794,17783,37645,36116,82457,20461,63686,28362,22099,6556,8486,2137,5442
254149,37795,35883,27331,16788,6123,223103,254149,36896,51003,132799,128664,235896,42210,192056,71867,54736,12361,19193,4965,11142
103670,11947,15698,13206,8002,4166,100110,103670,23225,24949,52287,50683,102413,22817,79847,38545,29224,7300,8774,2379,6130
2236,250,219,359,231,132,2041,2236,504,353,782,743,2108,537,1682,696,528,165,223,66,169
10720,1209,1533,1561,976,690,10433,10720,2904,2594,5570,5426,10664,3168,8319,3696,3128,641,941,274,694
6392,771,882,903,579,372,6225,6392,1591,1930,2779,2653,6570,1759,4959,2359,1755,454,560,162,408
10897,1312,1429,1357,911,536,7488,10897,3120,1880,4362,4166,10994,2825,8286,4393,3066,865,1355,332,847
756865,108007,102384,75450,41049,18203,473819,756865,93091,132011,426279,411814,739072,120689,578319,204702,161351,32770,57758,15020,30401
1866,188,225,374,246,125,1803,1866,598,420,955,918,2000,578,1505,618,471,132,200,59,152
169290,21536,25246,18903,10019,5802,147787,169290,34817,37507,89687,86523,167886,31603,130616,55934,46107,8358,12358,3700,8397
1148,175,147,155,69,27,987,1148,189,296,836,754,1038,175,966,352,279,55,77,23,53
61893,6938,8148,7972,4882,2675,59821,61893,15990,11156,31155,29802,60945,14197,47832,22721,16646,4450,5658,1457,3945
19489,2267,2799,2652,1721,869,18803,19489,6095,3501,8597,8264,19623,4677,15064,7861,5604,1847,2192,540,1460
18389,1974,2679,2673,1554,991,15412,18389,4864,3244,8223,7928,17596,4934,14310,7277,5495,1268,2063,515,1310
513,51,84,85,62,35,491,513,137,99,287,275,453,141,421,166,121,30,48,14,36
12841,1478,1947,1824,1371,717,7343,12841,3606,2851,4694,4434,13188,3759,10274,5876,4408,1212,1976,464,1135
692587,83837,80844,68113,35280,19378,452205,692587,106640,120319,396574,386136,678322,113356,548560,205657,172796,38870,58228,15193,33256
26158,2799,3459,4206,2490,1257,21487,26158,5361,5739,13338,12706,25770,7299,20402,7539,5080,1678,2321,740,1677
92368,11210,10994,9335,5629,2793,84757,92368,15231,15747,46892,45083,88376,16155,73224,33675,26873,6893,8192,2046,5496
70975,8302,9280,8718,6445,3863,62682,70975,21007,14979,31984,30220,72591,18311,58654,27494,20939,5535,7481,1934,4957
28919,3088,3291,3107,1740,1044,6783,28919,6599,4481,10251,9559,30113,5674,20950,11485,9448,2296,4027,968,2037
12902,1418,1822,1620,1051,664,6273,12902,2806,2718,5456,5203,13256,3469,9708,5105,3738,982,1639,413,910
17307,2752,2329,1216,611,284,11696,17307,2564,2945,8944,8702,16117,1822,13389,5230,4244,721,1405,329,669
51859,6677,7365,5927,3740,1713,41163,51859,10172,10220,24178,23490,49795,10197,38995,17387,13570,3008,4572,1170,2801
24763,3205,3284,2788,1779,1045,22430,24763,6078,6122,10257,9863,24987,5586,19384,9087,7405,1903,2271,611,1577
49038,6340,6401,5240,3441,1517,42674,49038,12740,7509,20592,19820,46854,9596,36583,18324,13645,3966,4957,1213,3158
3671,429,383,404,225,143,3367,3671,927,653,1580,1526,3575,636,2588,1304,1017,201,381,91,217
1987,189,269,330,225,202,1968,1987,439,623,1173,1145,1958,734,1622,719,537,124,193,58,147
15063,1948,2181,2108,1186,608,14596,15063,3562,3620,7307,7156,14933,3584,11510,5210,4132,788,1168,334,824
92101,9024,9482,10856,6330,3312,79637,92101,7563,15157,48345,46810,88249,18413,77133,22352,16892,4562,6380,1977,4488
3309,313,441,504,417,241,2924,3309,870,855,1417,1360,3425,1156,2651,1395,1015,291,416,110,294
31980,3865,4678,4838,3326,1270,30748,31980,6492,7160,15158,14626,30343,8464,25480,11480,8230,2362,3234,836,2152
51276,6121,7912,8216,5605,2742,48357,51276,17118,10049,22367,21310,51656,15447,42756,18888,14238,3904,5451,1457,3757
369811,49118,51694,40592,23122,14922,235294,369811,60605,53403,196494,189277,373362,75299,291116,111806,88790,17022,32972,8158,17650
11736,1340,1609,1861,1338,516,9865,11736,3200,2461,4840,4673,11675,3127,9848,4715,3319,1235,1411,392,1053
1608,179,253,254,180,113,675,1608,617,212,585,555,1844,511,1336,751,525,170,296,70,157
6658,631,933,1074,690,636,6431,6658,1840,1841,3528,3400,6840,2313,5316,2355,1829,366,626,189,469
36249,4860,5194,4448,2933,1481,33617,36249,8732,7689,17202,16493,35757,8552,28162,15005,11096,3224,3937,942,2659
18339,1633,1635,1404,661,429,15640,18339,1859,2164,8301,7993,17380,2037,16054,5980,4800,1044,1260,374,827
244076,23568,26154,22400,11228,6459,120025,244076,39004,51966,111524,107496,245752,36773,196291,84470,71254,12529,21283,5487,11403
124714,15872,22590,18024,9937,5430,113544,124714,18755,19362,63020,60971,125717,30279,100617,34804,28575,5827,9137,2641,6220
40574,4427,5430,5347,3330,1709,37371,40574,8382,9098,19182,18591,39064,9693,30888,14449,10996,2594,3947,1017,2615
494228,66031,79450,58785,36193,22610,411403,494228,69634,70935,252984,244696,498847,110520,389906,120952,99816,19702,33899,9826,21949
39022,4560,5516,5347,3310,1814,37326,39022,12071,7575,18655,17623,39414,10004,30385,16014,11425,3562,4317,1077,2985
18529,2343,2495,2599,1660,864,11020,18529,5128,3871,7348,7062,18518,4779,15037,7811,5789,1888,2517,660,1674
4426,420,608,849,685,296,4056,4426,931,1370,1317,1231,4105,1698,3661,1626,1183,309,491,141,372
15902,1379,2314,3122,2494,1177,15082,15902,4665,4432,7162,6760,15841,6467,13244,6077,4212,1097,1838,534,1394
1087,122,128,219,150,86,1026,1087,372,327,492,474,1325,462,899,354,261,76,115,34,88
4250,411,603,977,542,223,4016,4250,1154,1009,1722,1628,3946,1513,3496,1680,1157,347,538,144,374
3262,291,470,488,268,330,3192,3262,765,881,1827,1785,3303,1048,2547,1087,812,164,278,87,225
53285,6663,7495,7085,4825,2433,49390,53285,15867,9800,22719,21791,52569,13164,41979,21555,14777,5010,6339,1536,4197
58057,9039,7472,6057,3947,1868,43411,58057,15224,13503,23561,22833,57747,11434,46952,24078,19767,4027,6495,1584,3964
30169,3590,4939,4520,2772,1841,29568,30169,10847,5635,15830,15219,30781,8608,24299,11621,8699,2171,3007,798,2061
807252,89889,88597,71822,39802,24885,496569,807252,122750,100097,456319,442599,780685,125537,673163,195128,149442,33452,58311,17734,33415
49421,6328,7399,6375,3440,1681,46935,49421,13006,9842,27610,26913,48816,10296,38472,15433,12080,2786,3750,1037,2468
5802,707,840,818,502,304,5580,5802,1500,1402,3005,2918,5957,1490,4490,2155,1706,369,558,145,372
936692,128380,139575,110959,67297,45285,684147,936692,153824,133974,472001,455773,937920,211672,738337,219583,160957,38773,73191,19576,43823
2153,223,252,302,244,134,2041,2153,580,416,1386,1360,2221,693,1618,828,584,165,245,65,179
39135,4039,4530,4375,2973,1609,35950,39135,7784,6638,18864,18127,38616,8253,32046,15397,11184,3322,3977,990,2789
16750,2233,2575,2165,1432,624,16385,16750,5175,2780,6693,6363,16815,4047,13150,7097,5181,1912,2101,496,1478
256359,30916,27410,23118,12845,6834,236610,256359,44927,56582,124592,120217,244101,38967,183875,71038,55898,9889,17844,4792,9341
12383,1598,1719,1512,896,481,11921,12383,3454,1864,4648,4335,12189,2815,9272,5413,4135,1322,1513,347,1014
566880,67680,67424,57410,30520,17180,455200,566880,76856,107561,293923,284929,549706,95539,421630,168945,137451,24910,42400,10910,22309
16722,1612,2464,3168,2257,938,15989,16722,4583,4091,6506,6237,16374,6057,13606,7059,4517,1733,2232,585,1720
6237,661,795,760,565,300,5607,6237,1594,1131,3347,3243,6495,1486,5149,2406,1766,557,686,190,482
5360,662,625,573,317,179,5067,5360,1128,1129,2738,2646,5296,973,3811,1712,1235,305,486,127,300
9944,1175,1131,1044,492,241,2004,9944,2088,2261,4477,4240,10276,1747,7033,3929,3130,617,1176,266,542
37955,4807,5199,4756,2846,1775,35191,37955,9931,8303,18296,17620,38248,8878,29203,14498,10688,3141,4104,995,2545
103195,11149,12757,11783,7312,3801,68603,103195,20867,18468,51041,48365,102014,21277,80479,37217,29697,6242,10369,2448,5626
20015,2349,2924,2627,1755,919,17984,20015,4674,5071,10046,9669,20501,5088,15405,7653,5854,1481,2157,549,1387
9193,1140,1228,1100,725,317,6627,9193,2330,1703,3799,3582,8962,1891,7344,3357,2482,701,1049,260,606
11948,1353,1603,1921,1189,529,11287,11948,3306,2568,5296,5061,11323,3394,9187,3743,2866,791,1197,327,814
47196,4206,4530,4302,2693,1685,26292,47196,7013,6331,21791,20653,47536,8335,37744,15998,12380,2968,4499,1182,2586
242922,27775,30289,29834,17551,10253,113621,242922,55797,49381,104778,99027,251069,54633,185385,98667,80828,18209,29027,7239,15878
6199,654,704,640,398,261,2782,6199,1923,827,2352,2242,5832,1209,5450,2914,2213,548,950,229,491
37820,4617,4943,4864,3109,1822,33070,37820,8152,10137,17661,16723,38358,9508,29448,14933,11249,2872,3565,1005,2487
119648,14454,13695,11378,6155,3797,94925,119648,24126,23670,55816,54188,121230,19850,86800,41999,32550,7103,12376,2962,7005
26159,3232,3954,3468,1888,1074,25243,26159,5272,6612,13275,12882,25513,5904,19860,10513,8778,1274,1932,553,1364
27004,3386,3705,3436,2344,1113,26394,27004,7452,4541,9894,8982,27385,6600,20927,12113,8475,3074,3470,817,2400
61971,7363,8942,9379,6998,3636,59539,61971,11993,16512,29465,28472,59854,18819,50663,23383,17225,4846,6372,1792,4766
130562,15034,17067,14957,9422,5127,83215,130562,32580,23640,55281,52346,132080,27820,98312,49631,37064,9746,14707,3530,8506
31567,3063,4398,3932,2266,1315,5646,31567,7562,6303,13120,12322,32037,7475,24434,13899,10727,2281,4685,1092,2089
28223,3110,3726,4373,3013,1341,26272,28223,6788,6055,12639,12233,27782,7997,22158,10052,7755,2295,3077,818,2297
110007,13458,15084,14235,8678,4368,93454,110007,30361,24036,48027,45925,110839,25713,86446,45106,33714,9107,12723,2885,7399
94073,12125,13091,12694,8871,5198,82885,94073,17130,21444,48833,47504,93419,25341,75425,31707,22929,5486,8592,2256,5594
14245,1714,1878,1817,1286,599,9048,14245,3067,3076,6912,6613,14208,3584,11097,5643,3906,1312,1675,441,1149
7166,918,1079,856,541,257,6996,7166,2051,1193,3287,3137,7061,1716,5458,3139,2374,808,906,211,624
72290,7965,8449,7094,3799,2083,11996,72290,14797,13210,23810,22111,72849,11923,51519,26349,18701,5998,9489,2449,5117
20067,2372,2671,2464,1622,1007,18538,20067,5149,4815,9580,9343,19865,4736,15733,6875,5774,1102,1661,469,1161
14847,1710,2084,1864,1488,814,14411,14847,4363,2944,5835,5579,15190,4125,11619,5718,3985,1435,1692,458,1316
14080,1784,2019,1832,1237,911,12740,14080,3500,3973,5748,5345,14594,3963,10972,5427,3873,1171,1446,409,1029
36953,4401,6068,5123,3127,1573,26879,36953,7060,8455,19135,18567,36090,9254,29272,14011,11475,2324,3671,958,2243
13013,1497,2108,1851,1199,579,9939,13013,3536,2571,6240,6039,12802,3301,10349,4668,3705,958,1416,367,883
36929,4602,5568,5112,2830,1801,35805,36929,9314,8683,21282,20739,36869,8908,28774,12112,9495,1942,2765,847,2048
21366,2274,2995,3670,2733,1390,20784,21366,6012,5020,10983,10501,22046,7704,17349,7862,5552,1629,2128,610,1596
975280,112586,148023,146525,105118,67251,805704,975280,207182,233441,492704,476541,949842,293786,817608,350213,251006,76252,101883,28809,76128
17246,2161,1971,1996,989,348,16208,17246,1687,2738,11012,10727,16215,2905,14315,3835,2849,688,956,331,694
23148,2669,2972,3184,1942,1011,18599,23148,5285,5476,10684,10233,23574,5727,17747,9112,6975,1688,2562,654,1646
29763,3708,4275,3834,2907,1576,27986,29763,7435,6770,12549,12036,30058,8196,23580,12285,8253,2823,3558,902,2495
19215,2208,2734,2462,1581,805,18226,19215,5066,3072,7246,6879,19304,4558,15309,7652,5833,2026,2341,557,1626
35205,4055,4572,4499,2636,1694,32112,35205,8591,8258,17604,17002,35321,8335,27274,12079,9791,2218,3230,894,2211
193048,19288,18583,16501,9307,5571,160526,193048,26092,30267,97693,94612,186081,28594,153065,52468,43164,10628,14474,3676,8250
790638,97110,116485,97432,56281,34705,673611,790638,135741,133206,429887,415184,775860,173485,622150,239442,187267,39418,60737,17721,40012
27436,3277,3641,3447,2195,1141,16700,27436,7887,4679,10754,10136,27164,6289,20865,10804,8304,2324,3412,844,2017
57840,7474,7844,6965,4931,2335,55456,57840,13489,13267,25006,24128,57667,13600,44448,20584,15112,4661,6017,1507,4101
302838,34726,38255,34971,16466,9917,144301,302838,51909,62051,153678,147800,314867,57543,245312,118019,92728,19608,32940,8129,16912
82542,9368,12073,11886,7989,4742,74288,82542,13169,14573,44657,43073,83204,22925,68588,23928,17901,4598,6410,1922,4621
67554,8497,9383,9010,5734,3242,64560,67554,18502,13389,34132,32590,68438,17201,53120,27929,21248,6252,7458,1771,5230
30267,3773,4031,4061,2834,1456,26237,30267,9580,5057,12291,11683,30659,7883,23707,12664,8819,3033,3804,919,2491
28203,3961,3754,3296,1992,953,26778,28203,7696,5193,11663,10967,27550,5851,21513,11612,8627,2794,3222,752,2161
18381,1771,2066,3175,1639,831,15313,18381,3540,4263,9203,8984,17945,5327,15523,6140,4812,1046,1610,468,1146
44753,4868,6410,6398,4181,2989,38350,44753,11508,12044,21904,20863,45839,13432,35194,18255,13690,3387,4459,1280,3161
6958,623,856,942,552,388,6670,6958,1447,1542,3608,3484,7041,1894,5450,2362,1940,370,559,159,383
124937,13819,15584,13964,9422,4801,111007,124937,23327,23397,56262,54368,121449,25531,101225,40363,29355,7941,11065,2995,7216
8484,864,1103,1180,925,616,8058,8484,2000,1542,3648,3527,8220,2691,6611,3427,2413,694,992,266,724
18883,1993,2381,2226,1217,982,15732,18883,4341,3689,9519,9272,18163,4501,13675,5198,4321,924,1543,447,1115
43265,4845,5746,5781,3689,2265,37306,43265,12446,8767,18519,17789,44293,10951,33253,17785,12836,3304,4635,1180,3259
23410,2987,3186,2395,1358,725,16204,23410,5277,4408,9992,9530,23394,4024,17352,7835,5882,1549,2240,552,1334
29439,3357,3065,2678,1460,718,28184,29439,4440,6220,13488,13183,27410,4382,19399,8032,6673,1223,1855,517,1171
225763,26985,28056,25618,14341,8113,81145,225763,38289,41976,105579,101360,227120,44214,172989,89485,63314,14595,27581,6253,13991
8679,888,1166,1225,853,721,8364,8679,2541,2302,4456,4333,8865,2842,6763,3230,2448,585,851,249,640
55945,5462,6183,6549,3915,1829,53037,55945,6294,8558,28832,27832,53421,11059,48768,18673,14240,3703,4659,1359,3376
15591,1772,2113,2380,1435,644,14037,15591,3982,3653,5603,5176,15534,4251,12365,6189,4773,1087,1866,505,1134
6841,671,909,960,593,476,6666,6841,1845,1743,4091,4011,6965,2010,5185,2284,1794,391,570,168,426
40462,4741,5311,4734,2898,1751,26850,40462,10804,6909,15313,14437,41095,9096,30917,16100,12429,3628,4847,1232,3064
22330,2454,3106,3196,2047,1088,16294,22330,7338,3716,9153,8634,22537,6027,17442,8796,6488,1909,2677,675,1730
27107,3304,3735,3695,2445,1272,25879,27107,8103,4703,11907,11468,26394,7108,21176,11477,8343,2747,3186,807,2243
73139,9389,10566,10807,8092,4323,60060,73139,10910,13036,34637,33479,68364,20511,58375,26107,18622,4794,7475,2058,5051
4897,540,601,621,353,280,4667,4897,922,971,2858,2801,4981,1338,3578,1615,1302,272,425,111,275
83572,10071,10930,9758,5884,3229,73192,83572,21728,19213,37295,35158,83909,17601,62808,32089,25500,5454,8007,2018,5176
38109,5322,4348,3247,1774,802,30141,38109,5772,7616,17868,17260,34883,4985,26949,11058,8785,1750,2712,689,1497
10456,1209,1610,1642,1043,572,9933,10456,2958,2440,4945,4788,10369,3112,8357,4071,2892,771,1125,294,792
10222,1023,1387,1497,905,453,9580,10222,2935,1925,5050,4885,10194,2751,7746,3539,2649,587,939,270,703
36986,4178,5141,5037,3508,2006,31269,36986,9368,8588,15617,14902,37519,10290,28897,14939,10865,3202,4557,1096,2983
76806,8747,10144,9926,6458,3771,63124,76806,21917,17008,33578,31504,79207,19371,58716,31586,22723,6002,7602,2105,5278
51736,6726,7205,7208,4858,2249,47215,51736,15181,10238,23241,22286,52326,13441,40930,21354,15103,4978,6307,1582,4415
2247,260,282,394,224,160,2100,2247,520,649,901,849,2226,729,1769,850,621,133,210,61,153
6809,762,820,875,521,324,4522,6809,1839,1037,2704,2547,6752,1666,5266,2525,1848,565,811,207,478
69087,8786,10074,9643,7031,3265,65976,69087,20945,12752,29829,28453,68520,18918,55729,31390,20174,7005,8605,2084,5871
6033,701,769,648,341,268,5795,6033,843,1280,3437,3369,6004,1227,4284,1901,1551,322,473,123,301
37300,4382,5811,5985,3789,2111,35253,37300,9451,8814,17078,16244,38233,11100,31238,13670,9902,2771,3540,1010,2635
11161,1268,1665,1898,1361,737,10618,11161,2430,2513,4305,4111,10935,3618,9217,4766,3254,1209,1525,415,1141
7879,1246,999,768,524,265,4763,7879,2672,901,1670,1547,7952,1550,6537,3314,2523,700,1053,254,599
8419,780,1099,1258,808,697,7319,8419,1954,2128,4635,4494,8496,2628,6380,2937,2450,515,776,228,566
51554,5018,6285,6096,3586,2552,49697,51554,11589,10458,28492,27682,51742,11571,40792,16238,14318,2749,3698,1183,2812
13765,1470,2057,2748,1623,540,12660,13765,2102,3101,6928,6692,12592,4283,11280,3850,2685,782,1162,383,861
28206,3183,3827,3615,2139,1389,27364,28206,7525,6220,14396,13991,27832,6613,21224,9428,6877,2088,2687,662,1706
9002,862,939,1096,560,366,1078,9002,1619,1472,2952,2681,9106,1890,7114,4262,3287,760,1432,339,690
648,98,95,86,60,58,617,648,121,148,349,338,602,171,517,228,166,35,61,17,43
43592,5366,5724,5050,3309,1720,31106,43592,10680,9967,19722,18772,43760,9791,33289,15586,12384,3287,4719,1195,3089
1897,171,276,298,227,163,1832,1897,447,528,1192,1164,1913,650,1525,684,525,122,190,56,142
8163,934,1102,1134,795,478,7956,8163,1973,2124,4493,4297,8259,2379,6369,2885,2083,595,727,213,537
9016,1139,1287,1235,697,417,8453,9016,2060,1755,4287,4109,8650,2134,7000,3417,2555,641,966,249,649
16024,2023,2300,2202,1512,730,15611,16024,5730,2805,6560,6187,16371,4386,12621,7262,5528,1753,1964,468,1410
4248,428,616,669,425,305,4131,4248,1176,989,2346,2277,4384,1407,3339,1498,1119,228,390,114,280
13726,1621,1501,1363,849,484,13310,13726,2869,2909,6920,6772,13120,2458,9346,3275,2579,664,968,275,658
18918,2003,2771,2875,1849,1008,18258,18918,5302,3988,9773,9448,18745,5437,14675,6433,5356,1182,1650,505,1253
4029,439,689,896,635,195,3668,4029,942,1136,2005,1916,3891,1510,3543,1735,1123,331,463,130,341
145179,18003,19036,19022,11672,4926,113920,145179,23979,33288,64633,61416,138815,30925,111431,48978,37998,7277,13232,3607,7623
1310300,159795,154036,126668,65806,35430,880257,1310300,210382,228179,685914,659792,1253507,205767,1005657,392670,303708,69369,113626,26580,60329
16676,2069,2246,2011,1471,727,12415,16676,4768,2964,7441,7131,17164,4020,12770,6793,5044,1340,1945,478,1261
73055,8180,10978,10112,6250,4182,69231,73055,19640,17451,35497,34270,73427,18838,57307,22246,17880,4201,5944,1839,4460
2374,224,321,390,302,198,2268,2374,664,648,1211,1179,2387,877,1886,925,670,163,259,73,202
5559,642,706,577,360,270,5246,5559,1028,1409,2655,2580,5741,1076,3952,1961,1593,341,562,138,331
51128,6029,8112,7365,4320,3045,49528,51128,15874,11127,26377,25597,51651,13904,40755,18354,14060,3032,4237,1316,3282
1150215,157236,161025,130920,78627,43655,753341,1150215,136610,233998,564570,546778,1123678,231404,890424,300047,205688,46118,87571,24756,47805
98115,11405,13943,10901,6744,3655,78902,98115,26613,13649,41816,39835,98112,19612,75322,38562,28246,7727,9935,2450,6468
21122,2713,2969,2630,1730,760,20431,21122,5610,3814,8969,8633,20628,4783,16264,8597,6473,2149,2441,581,1707
11930,1395,1657,1624,1141,648,11568,11930,4151,2394,5341,5135,12214,3332,9333,4519,3239,1073,1314,329,867
37639,4593,5577,4614,2681,1769,35405,37639,8589,9405,20378,19650,37640,8553,29687,12925,10064,2380,2952,857,2090
236961,27795,25169,20515,12196,6279,205293,236961,36295,35712,122569,119378,223683,34691,179233,76903,57892,12667,18103,4704,12343
31007,4532,4158,3990,1959,443,29468,31007,4339,5321,22315,21819,29722,5667,25969,7052,5609,1249,1767,596,1255
7114,657,779,780,589,333,6881,7114,1139,1033,2444,2286,7251,1388,5101,2867,2204,413,1080,254,538
54402,6679,8017,8042,5681,2826,52593,54402,13236,11733,26683,25785,54457,15381,44341,21921,14411,4403,5498,1551,4123
9242,1092,1414,1405,944,433,8951,9242,2969,1852,3702,3451,9288,2565,7359,3874,2899,988,1176,275,821
22610,2492,3027,3439,2349,1348,21080,22610,4520,6648,10153,9711,22259,6373,18022,7782,5659,1515,2291,666,1605
32607,4463,4264,5165,2766,1348,31508,32607,10716,6424,10624,9878,34428,8559,25930,16745,10294,4108,4569,1021,3119
21217,2178,2826,3036,2041,1205,17804,21217,5218,3794,9680,9358,20913,6209,16377,7953,5879,1450,2465,621,1564
31191,3758,4452,4401,3129,1602,30467,31191,8544,7108,15078,14280,31177,8929,24768,11947,8322,2919,3520,856,2507
23792,2386,3353,3975,3469,1562,22158,23792,5392,6066,10314,9725,24832,8314,19620,10102,7083,2113,3376,880,2351
20222,2461,2440,2158,1436,788,18376,20222,5616,3811,9286,9030,21140,4043,15273,7156,5330,1241,1749,450,1202
26244,2682,4011,4397,2909,1412,25030,26244,5676,6350,13128,12506,26160,8123,21289,10003,7409,2036,2546,727,1933
54762,6666,7508,7290,4847,2650,44138,54762,13927,11459,23258,22184,54435,14062,43392,23618,16489,4484,6429,1542,4065
46140,5681,5942,5072,1865,770,43816,46140,10364,11884,22821,21883,48116,6482,33529,12515,11132,2290,2818,834,1934
88,9,18,24,6,20,24,88,19,24,0,0,86,27,88,41,25,7,13,5,10
15601,1844,2310,2150,1477,872,15181,15601,4395,3848,8103,7675,15794,4395,12263,5814,4317,1116,1379,398,1018
29636,3687,4590,4566,3367,1636,28849,29636,8033,6949,13341,12863,29767,8816,24252,12380,8876,2651,3339,905,2435
26575,3486,3940,2738,1584,721,20688,26575,4783,5277,13155,12768,25564,4530,19954,8114,6286,1256,1986,521,1182
246365,32840,31510,26002,15329,7847,213534,246365,46437,50816,134903,130999,236068,44493,187039,80390,63032,12829,17725,4704,11147
5317,525,715,821,505,351,5137,5317,1357,1282,2800,2729,5446,1631,4118,1963,1507,366,547,144,371
160647,20993,21921,17533,10010,4354,110065,160647,28804,35828,75077,72808,151716,28002,121433,53427,43594,8153,14723,3515,7505
19874,2034,2402,2278,1232,949,16480,19874,3762,3658,11349,11108,20369,4287,14814,6634,5081,1038,1699,464,1111
446527,47747,50174,45537,28363,19019,381389,446527,49059,80080,216698,208261,442996,86816,347740,109649,87978,19989,33512,10194,20408
15174,1736,2286,2371,1389,768,14541,15174,5311,3025,6875,6514,15397,4297,11991,6515,5000,1440,1767,437,1235
1781,150,234,280,211,130,1658,1781,526,487,768,733,2016,480,1382,684,455,136,228,65,149
94340,11822,12496,11763,6669,3076,79589,94340,22132,19668,47485,45949,87606,18777,72246,33428,24491,6690,9262,2208,5596
14147,1530,2215,2362,1416,887,13599,14147,4234,3081,6994,6715,14211,4413,11280,5295,3914,1049,1430,430,1095
543557,60780,70022,63850,40812,27610,487891,543557,129235,79895,281433,271891,536494,122633,415590,173833,132989,32022,46175,12530,30532
175769,21899,24914,21188,13120,6358,160749,175769,40348,35129,89021,85502,170678,36737,135036,57814,45642,11789,15579,3938,10162
3401,346,483,555,376,253,3338,3401,711,967,1772,1731,3469,1149,2680,1263,976,226,334,97,248
69907,9497,7019,5391,2729,1296,65852,69907,11348,14141,32612,31486,63357,8290,47100,20901,18463,2309,4357,1090,2172
13442,1815,1888,1765,1099,424,13264,13442,3968,1823,4117,3829,13369,3018,10390,5966,4291,1602,1767,407,1216
19000,2149,2454,2309,1432,706,12637,19000,4762,3497,8118,7748,18282,3955,15087,6835,4949,1372,2058,517,1182
5430,663,747,651,448,385,5085,5430,1467,1479,2746,2687,5527,1317,4390,2152,1616,373,546,142,369
171020,20163,23246,19940,11491,7508,157410,171020,38404,36399,92956,90432,169540,35586,135935,58037,49208,8397,12041,3741,8689
9433,1017,1218,1193,817,471,8830,9433,1916,1965,3987,3842,9365,2425,7393,3830,2713,735,1080,279,736
127915,20295,15238,10448,5865,2569,110479,127915,18279,26055,67661,65281,122933,16292,91503,38923,30654,5047,7681,2066,4397
28754,3771,4257,4131,2769,1460,27216,28754,8113,6156,13694,13186,29048,8014,23082,10544,7502,2310,2970,813,2125
17352,2037,2656,2918,1930,799,15630,17352,3091,3444,9780,9331,17275,5109,14310,4876,3663,946,1439,435,1032
43184,5095,6190,5026,2726,1196,16854,43184,10907,9168,19641,18524,43565,8070,32567,17459,13646,2789,4990,1149,2496
182001,25884,23442,17989,10792,4659,123191,182001,34020,41181,89980,86596,173267,29708,135292,64726,49382,9523,15826,3648,8615
28529,3579,4632,3736,2256,1077,18400,28529,7551,5856,13470,12997,28033,6361,22843,11642,8795,1981,3221,791,1828
10177,1238,1490,1479,941,542,9749,10177,3104,2032,3544,3353,10286,2880,8046,4351,3218,996,1164,304,840
16291,1762,2413,2504,1663,862,15552,16291,4682,3847,7874,7583,16313,4623,12971,5502,4514,1048,1476,445,1123
23884,2175,3612,5199,3626,1646,22999,23884,7691,6475,7814,7206,23934,9877,20370,11785,8392,2683,3216,901,2598
8026,1015,1011,886,562,414,6853,8026,2521,1494,2379,2229,8305,1817,6876,3816,2737,795,958,224,654
5745,619,734,878,464,296,4510,5745,1276,1306,2481,2406,5812,1617,4407,2065,1485,366,562,159,390
23606,2635,3292,3528,1973,1215,13380,23606,6958,4675,9755,9301,24378,6183,18313,9916,7563,2036,3310,796,1999
3618,364,511,505,397,261,3379,3618,887,960,2016,1963,3688,1160,2837,1336,1075,255,369,108,273
3475,307,488,511,332,316,3343,3475,899,909,2004,1951,3684,1175,2765,1340,1020,238,361,97,253
13125,1450,2017,1968,1213,723,12785,13125,3954,3073,6652,6423,13243,3806,10394,4719,3825,795,1148,340,857
51056,6429,6751,5704,3451,1915,49312,51056,9806,10861,27637,27007,48630,10113,38399,15694,13785,2177,3408,971,2285
316739,40430,37384,32951,17371,9123,170058,316739,36237,49422,167606,161771,300865,51648,250915,92610,75776,14975,26877,7123,14555
