TOT_POP,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
242782,29146,30219,26062,13339,7254,168209,242782,48248,40286,113337,108265,238230,41592,185432,76658,56742,14806,22417,5518,13013
158652,20616,22930,19706,12983,6170,133270,158652,33069,35333,78802,76041,156182,35455,123609,54150,39926,10922,15048,3996,9916
33452,4028,4666,4169,2476,1528,31782,33452,9075,7726,19475,18954,33596,7576,25607,11722,9244,2476,3095,782,2002
156225,20532,20046,16449,10043,5208,143527,156225,31283,29384,82164,79802,149359,29234,117512,51408,39367,9235,12335,3087,7238
10014,1120,1117,1267,768,379,9660,10014,2142,2868,4342,4134,10410,2278,7136,3245,2476,499,848,229,535
2003,272,334,263,150,61,1839,2003,516,563,1064,1035,1728,452,1527,682,481,128,171,46,118
215707,30653,29307,24799,14597,6994,178681,215707,29106,42634,112891,109672,208721,41610,165062,71797,53975,11446,17570,4464,10912
57419,5516,6072,6235,3663,2367,44480,57419,8353,11475,28137,26847,59115,11301,46946,20436,14741,3677,4917,1425,3256
39771,4605,5728,6710,4378,2394,38378,39771,10059,8765,20584,19921,39700,12268,32690,13469,9644,2625,3264,1088,2845
24541,2840,3386,3550,2393,1237,17225,24541,5939,5077,10058,9658,24788,7042,19617,8881,7023,1961,3131,788,1806
10161,1096,1268,1591,1167,598,9593,10161,2576,2442,4632,4440,9996,3185,7858,3942,2805,781,1220,331,823
61043,6945,8264,7908,4680,2640,57186,61043,15559,13546,28268,27213,60890,14461,46136,21101,15548,4783,5750,1558,4120
9345,981,1275,1253,812,670,8890,9345,2226,2549,5037,4853,9448,2663,7183,3341,2651,508,828,247,610
823,97,88,129,108,63,755,823,208,266,382,369,721,282,660,356,256,62,129,32,78
11720,1262,1358,1119,692,432,10637,11720,2549,2163,6678,6506,11498,2149,8362,4073,3236,611,1187,284,648
420152,50218,59477,49573,30458,19374,366293,420152,104889,69700,212528,203686,415500,93051,326318,136547,107359,25364,36610,10025,23631
28971,3293,4056,4232,2558,942,15826,28971,7486,5118,12214,11845,27465,6289,23082,11915,9302,2271,3975,944,2073
9750,1147,1436,1375,996,493,9349,9750,2615,2342,4448,4187,9602,2635,7561,3902,2979,758,1095,277,733
5121,587,689,607,439,351,1654,5121,1303,1027,2342,2231,5495,1252,4039,2271,1708,472,821,207,445
35857,3912,5205,5980,3493,2295,33681,35857,8807,10326,17030,16125,36395,10991,28804,14044,10369,3102,3806,1069,2913
39019,3996,4311,4118,2533,1646,35680,39019,6598,7759,18746,17996,39099,7956,30529,13722,9922,2309,3320,904,2208
23519,2658,2994,3085,2065,1073,18480,23519,5611,5188,8399,8006,23480,5738,18252,9655,7502,1829,2866,729,1830
24528,2565,3594,4315,2776,1469,22485,24528,6583,6299,10454,9854,24432,8002,20264,9805,7173,2171,2687,741,2029
33415,3662,4213,4012,2687,1587,29746,33415,8156,5332,16008,15333,33776,8009,26973,14271,10196,2912,3581,917,2454
18223,2265,2568,2993,1683,929,16404,18223,6294,2257,4470,4048,19707,5272,14488,9226,6636,2877,3093,727,2181
26787,2814,3549,4854,3120,1327,25007,26787,6131,7348,11857,11332,25840,8856,21725,10105,7973,2080,2848,801,2027
840758,100999,92969,73993,43527,26674,773123,840758,121278,157099,359136,343915,834825,133011,612758,281334,231623,34602,91707,21277,40686
10308,1128,1119,1058,737,467,9890,10308,2170,1303,7414,7190,10822,2302,7312,4018,3100,604,1478,346,743
139567,18712,17598,14205,8678,3332,126713,139567,35380,25720,67916,65165,137096,24235,103852,51580,37906,9271,10855,2911,7375
78843,8872,9473,8654,5998,3047,73721,78843,18133,11564,34330,33111,75565,16721,62388,27636,19278,6271,7459,1953,5182
32250,3819,4165,3713,2154,1539,31386,32250,9343,5415,17200,16715,32455,7149,23796,11266,8781,2363,3171,759,1925
68305,8630,9853,7825,4818,2045,64808,68305,14612,14629,30816,29753,63247,13012,51386,26139,20297,4243,6303,1582,4033
7508,1067,982,969,664,349,7103,7508,2420,1440,2070,1878,7533,1799,6138,3435,2480,951,1039,254,765
10217,1194,1481,1472,885,463,10000,10217,3060,2051,5214,5071,10219,2501,7938,3952,3056,882,1084,268,717
25336,2893,3469,3378,2125,1144,24410,25336,7415,4609,12112,11669,24947,6151,19418,9403,6796,2103,2465,666,1805
9637,1055,1478,1576,964,512,6401,9637,2213,2771,4379,4195,9776,2653,7852,4301,3047,925,1418,358,864
465289,57118,59315,52356,32395,16986,400376,465289,78592,86557,240034,232986,452286,93686,367698,150074,110677,30479,42410,10606,26639
71604,8576,9773,8788,5578,3013,56489,71604,19554,14433,31623,30419,70899,16589,54403,26517,19095,5375,7150,1850,4996
43598,5182,6980,6609,3865,2079,42026,43598,11710,10956,24691,23775,43328,11630,34491,15000,11382,2570,3686,1103,2722
29733,3192,3719,3369,2222,1102,12931,29733,6333,5496,12782,12025,30687,6539,23005,12408,8535,2230,3912,913,1935
1587,189,223,157,68,28,377,1587,356,237,739,653,1301,189,1134,530,407,115,164,42,97
16535,1975,2244,2198,1509,757,15971,16535,5206,2607,6816,6407,16790,4433,13276,7685,5217,1803,2096,482,1450
75448,8957,10788,10610,5869,2930,68995,75448,16350,17631,35681,33955,75190,18230,57930,27297,21434,5953,7354,2004,5231
3028,303,399,397,316,201,2636,3028,600,682,1128,1079,3102,955,2334,1348,969,293,464,120,308
33888,3908,3958,2888,1458,1122,31248,33888,5085,5918,17186,16743,34658,5103,23675,11744,9683,1718,3263,746,1695
31333,3367,3812,3643,2215,978,10680,31333,5141,5931,12472,11708,33121,6690,23722,12662,9323,2483,4414,1041,2255
679,39,94,125,88,53,632,679,203,200,337,327,790,262,537,227,167,47,72,21,54
34066,4422,5084,5046,3654,1722,31488,34066,8348,8712,16055,15500,34330,9988,28059,13954,9624,2643,3539,969,2516
36242,4129,4505,4125,2627,1264,35136,36242,8615,5345,13920,13224,36027,8053,27092,13636,10160,3574,4050,955,2805
21737,2677,3239,2819,1960,1003,20211,21737,6875,4284,8749,8396,21802,5494,17026,8209,5636,1929,2401,629,1790
11627,1836,1633,1339,788,349,4438,11627,3625,2290,4388,4227,11606,2403,9611,5324,3950,923,1607,376,846
15128,1886,2211,2068,1437,776,14694,15128,4480,2651,9238,8979,15290,3910,11993,5673,4150,1192,1549,381,1003
70503,8108,9157,9101,6134,3062,54851,70503,17263,16742,29540,28434,68484,17039,55191,27348,20476,6092,7873,1996,5087
19680,2318,2491,2683,1660,1093,10283,19680,6091,3421,8914,8487,20126,5151,15302,8891,6304,1741,2841,662,1588
2313,220,326,366,186,178,2151,2313,510,570,1246,1185,2321,667,1768,864,677,143,225,64,167
11950,1141,1640,1685,1138,878,11420,11950,2549,2884,6041,5853,12087,3564,9418,4457,3522,773,1178,312,799
6993,757,957,1095,620,457,6783,6993,1790,1862,3704,3635,6985,2030,5426,2563,2008,439,629,186,471
27611,3700,4143,3233,2196,886,26837,27611,8628,5350,13642,13145,27840,6079,21250,10882,7926,2337,2879,683,1794
2849,303,407,435,246,168,2664,2849,571,820,1512,1475,2946,782,2184,1099,830,196,311,78,201
28616,3735,4049,3604,2256,1048,20766,28616,7169,5979,13886,13378,28540,6333,21988,11266,7762,2012,3177,766,1794
78727,9412,10229,8533,5911,3036,72297,78727,19564,13034,33786,32308,78706,16257,60570,30443,22532,5662,7478,1891,5173
23974,2906,3232,2799,2033,935,21362,23974,7228,4289,10269,9874,24098,5793,18214,9903,7012,2119,2648,672,1871
9509,880,1404,1778,1526,676,9135,9509,3175,2299,3834,3676,9352,3794,7876,4323,2969,1086,1337,354,1010
927781,137896,125418,83368,40539,17104,505703,927781,130489,164871,487986,470913,889954,122430,678652,258567,219205,39507,75829,17990,37762
33466,3783,4761,4553,2845,1468,32189,33466,8426,7966,14766,14078,32915,8300,25705,12841,8431,2839,3295,897,2442
62190,7031,8256,7106,4068,2291,49485,62190,16807,9640,23952,22665,62607,12138,46116,24383,18446,5258,6496,1673,4308
63968,7997,8994,8255,4854,2608,60616,63968,17475,15315,28474,27270,62956,14301,49747,26937,20794,5288,6088,1658,4410
216072,28533,30707,26087,15505,6596,174163,216072,44514,50035,106276,102789,203291,41495,165863,71512,55398,14110,19664,4960,12381
140799,18028,24616,19805,10755,4995,131648,140799,31645,28717,72560,69689,143570,32694,112925,38332,29586,7120,10789,2967,7128
9764,1164,1259,1434,766,381,8859,9764,1911,2335,6084,5795,9544,2258,7674,2868,2310,482,823,232,519
2232,205,282,382,285,195,2194,2232,516,570,1060,1036,2276,851,1778,839,621,140,229,66,176
229577,26350,32142,28770,17810,12126,197646,229577,52346,49428,101729,97231,232324,56184,180924,88022,60248,17194,23351,5945,14899
150921,16414,21348,17633,10547,5632,134268,150921,26390,24811,86499,83402,151596,31539,124761,41783,31440,6931,9818,2920,7162
9547,974,1295,1310,807,660,9262,9547,2401,2368,5180,5050,9586,2548,7312,3374,2523,576,843,245,621
29163,3493,4385,4353,2985,1525,28423,29163,9363,5425,15410,14673,29516,8442,23737,10484,7240,2336,3144,805,2152
14755,2227,2374,1925,1294,545,13370,14755,4318,2605,4303,4053,14413,3372,12504,6790,4977,1576,1877,454,1293
29979,3594,4029,3980,2502,1385,28269,29979,8427,5353,12102,11361,30203,7248,23182,13108,8832,2788,3361,840,2276
31756,4010,4421,4403,2939,1324,30599,31756,8684,6050,12973,12424,31566,8189,25696,13404,9379,3266,3858,950,2632
25339,2186,2612,2423,1647,984,23395,25339,4831,3354,10672,10297,25437,4911,20684,8559,6060,1700,1981,563,1408
15479,1975,2106,2132,1350,730,15092,15479,4850,3596,7169,6774,15644,4085,12100,5622,4211,1311,1629,402,1058
9699,988,1243,1405,866,730,9303,9699,2557,2677,4290,4182,9814,3002,7616,3568,2643,598,875,256,657
33338,3278,3521,3350,2279,1206,19163,33338,6405,4657,15230,14544,33287,6441,27010,13764,10156,2336,3626,887,2064
52005,5707,7143,7423,4396,2422,20685,52005,13628,10885,21741,20271,54032,13212,40294,22464,16158,4499,7676,1866,4139
12159,1304,1734,2000,1393,601,11379,12159,3545,2646,5903,5698,11246,3375,9731,4960,3474,988,1413,362,988
7584,848,1034,1191,751,416,6964,7584,1614,2068,3305,3179,7510,2153,5963,3059,2218,504,921,228,566
6544,753,876,816,533,364,6390,6544,1523,1748,3743,3666,6547,1735,4933,2284,1815,347,522,152,372
14089,1713,2035,2164,1414,700,13729,14089,4923,1861,5085,4727,14345,4105,11353,6651,4711,1748,1912,453,1390
2105,252,239,287,160,136,2011,2105,435,532,1265,1237,2157,537,1556,747,580,115,200,51,124
251423,30882,33536,30826,19932,12200,222417,251423,56940,40782,130339,126005,245801,58099,200505,73538,55540,13415,20405,5476,13248
10980,1137,1427,1416,854,736,10432,10980,3036,1982,6509,6284,10936,2839,8297,3663,2904,578,990,285,691
20327,2459,3118,2794,1767,904,19768,20327,6465,4364,10983,10623,20610,5172,15887,7191,5592,1633,2064,504,1323
19964,2249,1938,1788,1057,577,18227,19964,4294,4323,7724,7369,20259,3119,13244,5441,4476,863,1315,375,845
42214,4569,5602,6384,4365,2421,39800,42214,9337,9719,21941,21136,40908,12041,33094,12804,7876,2684,3606,1194,2806
566719,86984,66582,50940,31477,13894,460447,566719,70838,109681,300336,291168,508313,81426,421443,160153,128962,21123,40266,10121,22735
756558,101345,95370,76559,39317,19943,270687,756558,104713,124874,399846,383773,736066,121505,581616,233458,170995,34655,78586,17968,33226
58504,7070,8159,7389,4301,2336,56217,58504,18335,11045,27814,26173,58497,13292,44418,21828,16968,4670,5519,1424,3907
32006,3993,4777,4273,2795,1483,31327,32006,9505,7123,13754,13145,32431,8315,24987,12868,9745,2800,3595,853,2267
10155,1021,1337,1193,727,772,9818,10155,2575,1998,5499,5373,10095,2619,7516,3230,2593,582,850,236,595
3183,285,458,519,302,208,3035,3183,851,894,1594,1525,3178,1025,2511,1254,977,281,393,103,272
29144,3072,3153,2469,1381,782,19687,29144,3964,4172,13690,13214,28135,4113,23047,8096,7191,1294,2028,553,1149
5319,596,705,640,455,294,4959,5319,1306,1034,2958,2898,5445,1333,3942,1816,1352,368,534,139,379
147929,13115,19916,27447,25904,13329,137581,147929,43548,36497,47799,45314,141373,61636,125893,59248,36761,17037,18842,5740,16378
15028,1726,2255,1864,1117,814,14517,15028,4014,3592,8473,8205,14888,3491,11486,4942,3940,710,1188,341,810
10726,1098,1412,1475,813,722,10300,10726,2331,3066,5826,5689,10870,2755,8378,3769,2865,629,915,269,669
14529,1846,2316,1913,1015,481,14123,14529,4365,2808,7058,6769,14530,2966,11261,6060,4561,1395,1628,371,1088
27245,3227,3130,2706,1985,1182,24095,27245,8304,3019,8789,8322,27326,5531,20104,10366,8323,2376,3197,833,2112
8985,1193,1170,1078,789,460,3884,8985,2770,1578,2917,2776,9614,2289,7346,4256,3188,851,1381,335,821
30785,3817,4413,4787,2990,1567,30018,30785,9969,6762,14237,13413,32006,9258,24835,13562,8990,3198,3715,878,2632
13111,1659,1764,1747,959,536,12169,13111,4177,2310,5862,5616,13180,3120,10028,5373,3801,1394,1603,380,1109
22000,2506,2779,2764,1624,1123,20858,22000,5799,4478,11695,11406,22301,5458,16734,6617,5305,1259,1827,526,1296
73703,5658,5172,5294,2785,1831,61650,73703,7013,11825,35429,34407,75696,8478,61422,20531,17137,3007,4353,1245,2653
2249,280,245,292,251,126,1989,2249,548,492,672,644,2224,661,1825,943,684,175,279,72,187
33976,3915,4717,4372,2872,1847,30557,33976,9760,7468,16309,15590,34442,8786,27568,12893,9787,2503,3132,890,2208
8239,1027,1250,1102,574,292,8017,8239,2485,1533,3851,3664,8330,1834,6315,3268,2520,787,889,214,625
13346,1664,1818,1734,1374,605,12963,13346,3936,1997,4886,4670,13359,3484,10469,5769,4041,1519,1707,428,1204
8843,1071,1208,976,694,348,8226,8843,2406,1693,4444,4333,8839,1896,6919,3304,2463,643,897,230,612
5080,516,617,767,507,253,4740,5080,1219,1097,2789,2572,5020,1314,3897,1601,1169,292,490,138,326
48560,5543,7544,6699,4326,2610,46834,48560,12549,10149,22772,21773,49322,12444,38350,16219,11888,3404,4418,1254,3189
28108,3276,3497,3153,1878,1132,22713,28108,4607,4448,14588,14161,27516,5865,21754,9284,6896,1661,2408,653,1532
323196,45407,46613,34210,20131,9407,182930,323196,29650,42897,183889,178360,312495,57302,244453,80251,59891,11223,22389,5835,11985
6962,578,791,787,387,219,2933,6962,1168,1528,2300,2211,6875,1327,4500,2433,1850,495,740,196,504
71385,9344,9397,8595,5624,2668,66184,71385,15956,13441,30129,28979,71194,15782,54197,28324,19186,6766,8479,2082,5694
99920,11926,13057,12084,6715,4124,63304,99920,22873,20294,48774,47199,99572,22026,77383,37403,27858,6809,10618,2721,6178
22082,2693,2940,2407,1620,743,9339,22082,6539,3313,8151,7811,22136,4650,16213,9666,6696,2244,3014,732,1982
10218,1185,1432,1313,911,473,7015,10218,3263,2360,4633,4439,10448,2710,7890,4236,3101,861,1174,300,824
10447,989,1325,1275,866,551,5998,10447,2334,2338,4856,4647,10250,2568,7458,3462,2677,627,1059,298,758
7020,735,1001,1068,646,408,6840,7020,2048,1758,3666,3567,7308,2036,5419,2692,1994,461,669,186,485
75457,9349,11384,10512,7264,3706,70212,75457,20757,13972,36922,35929,74390,19681,61095,26765,20345,5261,7284,1936,4983
3023,297,416,497,271,244,2922,3023,686,849,1684,1642,3121,944,2344,1111,872,200,304,82,209
36354,3947,4741,4772,3441,1834,32563,36354,8357,7400,16326,15734,35098,9352,27859,14733,11116,2615,4050,1032,2662
15878,1618,2510,2871,1815,957,15158,15878,4232,4016,7944,7636,15638,5285,12836,6232,4865,1089,1556,476,1196
18507,2232,2433,2286,1445,706,14298,18507,4722,3260,9044,8651,18471,4208,13933,7044,5030,1642,2270,566,1387
22980,2410,2676,2394,1435,865,21283,22980,3818,5082,11562,11203,23273,4565,17065,8124,6246,1310,2306,570,1341
27046,3243,3991,3980,2686,1195,26286,27046,9301,5084,13746,13128,27760,7271,21820,10524,7681,1904,2574,690,1767
350611,41389,53954,53588,33699,21046,332230,350611,97864,73136,180515,172539,356835,103773,286494,119878,88813,23209,32314,9023,22204
1560,175,215,230,147,122,1466,1560,367,461,796,774,1702,442,1215,591,442,106,165,44,113
138371,17724,19847,16321,9602,4387,131313,138371,25111,29136,64740,62727,125963,26729,104007,47252,36922,7624,11444,2946,7430
43208,5088,6266,6192,3333,1880,40046,43208,9580,11841,23315,22387,43503,10444,34701,15207,12354,2449,3460,1056,2551
37964,4004,4980,5537,3643,2364,36953,37964,7857,10615,20604,20023,36891,10617,29782,12831,10215,1757,3074,922,2220
54764,6735,6292,4981,2320,1004,27017,54764,9475,13584,19920,18918,52571,7093,39828,18118,14577,3077,5197,1269,2663
19964,2164,2813,2523,1682,1005,17769,19964,4517,5210,10272,9862,20553,5125,15172,7390,6054,1418,2121,537,1343
8758,946,1353,1451,1065,564,8194,8758,2330,2527,2925,2728,8533,3035,7301,3649,2555,668,1020,278,728
49455,5584,6779,6425,3798,2493,46060,49455,12028,11357,22436,21281,49500,11948,38207,17543,13755,3949,5138,1351,3466
30623,3603,3011,3051,1863,919,28736,30623,4748,7393,12476,12011,28892,5043,22804,8920,6568,1425,2282,652,1463
6162,609,847,820,578,422,5823,6162,1358,1487,2702,2611,6040,1756,4662,1820,1352,370,538,163,403
379611,43257,45440,51253,32017,16006,338301,379611,59108,96599,181761,173596,363471,90330,309743,131780,98498,24825,34059,9969,22773
105779,13362,17871,13869,8130,5042,94680,105779,23753,20971,55348,53230,107088,24579,84964,31517,27188,5840,8620,2408,5782
7106,789,992,896,469,324,969,7106,1808,1186,1998,1733,7463,1641,5499,3536,2744,718,1320,311,647
40439,5464,6452,5051,2670,1083,38512,40439,10120,8053,21459,20872,39713,7818,31481,14308,10483,3113,3748,929,2467
15888,1977,2081,2063,1504,692,15406,15888,4217,2559,6734,6420,15805,4012,12243,6826,4689,1935,2127,517,1528
533670,67769,69729,58071,35114,19181,300040,533670,82991,104817,260591,249820,517197,102558,414773,185177,148074,30097,51514,13050,28630
3468,309,416,313,151,136,1169,3468,611,597,1074,1026,3440,601,2293,1164,878,217,348,96,233
48342,5664,6248,5140,3041,1501,21006,48342,10890,9132,21467,20542,49278,9487,35266,19099,13472,3347,5577,1311,3077
3758,468,510,487,299,178,3619,3758,796,735,1469,1413,3894,904,2862,1326,1022,186,404,96,221
12440,1314,1860,2245,1295,824,11708,12440,3385,3635,5956,5594,12776,3913,10175,4405,3500,773,1253,372,924
8457,1308,1119,896,548,269,6513,8457,2877,1250,2643,2543,8347,1621,6945,3581,2604,754,908,231,621
10712,1169,1483,1586,924,741,10399,10712,2827,2612,5974,5836,10971,3061,8387,3720,2919,605,888,265,671
9063,966,1136,1155,605,305,5117,9063,1855,2139,3893,3687,9292,1891,6439,2879,2073,540,808,226,541
6899,761,1041,1041,579,338,6574,6899,1636,1766,3648,3533,6918,1733,5287,2246,1782,389,609,157,399
85832,10170,12434,13139,8929,3728,77766,85832,19277,17927,39910,38629,78435,21894,68889,30936,22251,6434,7999,2207,5805
1436888,190855,185433,148544,90278,47214,1067329,1436888,254006,267602,735690,710804,1351087,257269,1112902,476128,361693,83735,137266,34032,75432
6123,638,813,850,597,303,5283,6123,1672,1255,2570,2482,6270,1681,4645,2705,1946,567,767,197,549
17270,1814,2269,2592,2012,966,15488,17270,4664,3277,6155,5846,16966,5181,13384,6485,4818,1430,2142,556,1478
43226,5324,6006,5183,3030,1625,42128,43226,12002,8821,22501,21865,42524,9197,32765,13530,10944,3091,3859,957,2441
8424,988,1103,1125,691,524,8168,8424,1913,2146,4695,4568,8242,2273,6370,2793,2134,398,680,202,508
44153,5655,5932,5359,3334,1604,38459,44153,13125,7147,19476,18773,43805,9429,33662,18925,13599,3672,5115,1185,3181
32587,4436,3660,2820,1775,973,28731,32587,7751,6380,9977,9470,32729,5168,25724,13037,10238,1854,3690,864,1963
371574,43526,51287,49985,30562,18691,327364,371574,97990,79824,186227,177087,374273,94437,291890,140989,111502,28058,38121,9364,24483
47536,5520,7198,6824,4368,2295,45834,47536,13439,10628,22416,21369,48763,12688,37696,17783,14023,3737,4796,1291,3292
132408,13731,14876,15464,8805,5723,111927,132408,25266,27185,68953,67044,132960,28271,103598,40323,33773,6779,9917,2944,6845
81244,9555,11091,10316,6640,4097,76762,81244,18901,12398,40737,39658,78653,18979,63459,26907,21386,5337,7102,1957,4850
71818,7595,9121,8077,4887,2454,16069,71818,14708,15444,20665,18585,71602,14107,52300,25089,18200,6717,8894,2669,5693
11512,1208,1508,1570,959,513,5681,11512,3487,1772,5443,5196,12094,3044,8562,5012,3699,1056,1656,403,996
78747,9680,12485,11890,7747,3574,70588,78747,17665,16702,38097,36934,77319,21440,63124,26820,19947,5167,7625,2001,4945
8285,1016,1210,1349,848,427,8097,8285,3088,1254,3175,2974,8637,2560,6628,3963,2737,1115,1211,284,881
211342,31223,28151,20660,12421,6119,155132,211342,33485,44796,106601,102807,196716,35521,157125,65329,52166,10872,16846,4358,10037
